Artist,Title,Lyrics,Mood
Kool & The Gang,Steppin' Into Love,"Tonight, tonight, tonight
What a lovely feeling, music so appealing
Steppin� into love, my baby and I
When we start the dancin', we begin romancin�
Steppin� into love, my baby and I
Steppin� into love tonight
Steppin' to the love
Music is so thrilling and she is so willing
Steppin� into love, my baby and I
Every beat�s a love song, nothing here can go wrong
Steppin� into love, my baby and I
Steppin� into love tonight
Steppin' to the love
Every night we go out and dance
There�s a chance to increase romance
And we know every beat is love
Steppin� into love
Steppin� into love
Every night we go out and dance
There�s a chance to increase romance
And we know every beat is love
Steppin� into love
Tonight, tonight, tonight
The beat is gettin' stronger, we dance a little longer
Steppin� into love, my baby and I
Steppin� in a small way, says I love her always
Steppin� into love, my baby and I
Steppin� into love tonight
Steppin� into the love, whoa, tonight
Every night we go out and dance
There�s a chance to increase romance
And we know every beat is love
Steppin' to love
Tonight, tonight, tonight, all night
",happy
Anders Osborne,Darkness At The Bottom,"Darkness at the bottom
of a hole I didn't dig
Darkness at the bottom
of a hole I didn't dig
Yeah, I'm down here on my knees
Beggin' you please Lord
Save me before I'm losin' it

It leaves me wondering
Is this how it's gonna be
It leaves me wondering
Is this how it's gonna be
Everbody's talking
Nobody's listening

Darkness at the bottom
of a hole I didn't dig
Darkness at the bottom
of a hole I didn't dig
Yeah, I'm down here on my knees
Crawlin' in the mud
just like a pig

Hearing is believing
Tell me what you need to know
Hearing is believing
Tell me what you need to know
Yeah, everybody's pushing
But we ain't got nowhere to go
Nowhere to go
Nowhere to go

Darkness at the bottom
of a whole lot of misery
Darkness down here at the bottom
of a whole lot of misery
Yeah, I've seen blood turn into water
and a whole lotta low down greed
Whole lotta low down greed",sad
The Rolling Stones,Gimme Shelter,"Oh, a storm is threat'ning
My very life today
If I don't get some shelter
Oh yeah, I'm gonna fade away
War, children, it's just a shot away
It's just a shot away
War, children, it's just a shot away
It's just a shot away
Ooh, see the fire is sweepin'
Our very street today
Burns like a red coal carpet
Mad bull lost its way
War, children, it's just a shot away
It's just a shot away
War, children, it's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away
Rape, murder yeah!
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away yea
The floods is threat'ning
My very life today
Gimme, gimme shelter
Or I'm gonna fade away
War, children, it's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
I tell you love, sister, it's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
Kiss away, kiss away",angry
The Rolling Stones,Happy,"Well I never kept a dollar past sunset,
It always burned a hole in my pants.
Never made a school mama happy,
Never blew a second chance, oh no
I need a love to keep me happy,
I need a love to keep me happy.
Baby, baby keep me happy.
Baby, baby keep me happy.
Always took candy from strangers,
Didn't wanna get me no trade.
Never want to be like papa,
Working for the boss ev'ry night and day.
I need a love to keep me happy,
I need a love, baby won't ya keep me happy.
Baby, won't ya keep me happy.
Baby, please keep me
I need a love to keep me happy,
I need a love to keep me happy.
Baby, baby keep me happy.
Baby
Never got a flash out of cocktails,
When I got some flesh off the bone.
Never got a lift out of Lear jets,
When I can fly way back home.
I need a love to keep me happy,
I need a love to keep me happy.
Baby, baby keep me happy.
Baby, baby keep me happy.
Baby
Happy, baby won't you keep me
Happy, baby won't you keep me
Happy, baby won't you keep me
Happy, baby won't you keep me
Happy, baby won't you keep me
Happy, baby won't you keep me
Happy, baby won't you keep me",happy
Bobby Bare,Detroit City,"Last night I went to sleep in Detroit City
I dreamed about them cotton fields of home
I dreamed about my mother, dear old pappy, sister and brother
And I dreamed about the girl who's been waitin' for so long

I want to go home
I want to go home
Oh, how I want to go home

Home folks think I'm big in Detroit City
From the letters that I write they think I'm just fine, yes they do
But by day I make the cars and by night I make the bars
If only they could read between the lines

�cause you know I rode a freight train north to Detroit City
And after all these years I find I've just been wastin' my time
You know what I'm gonna do?
I'm gonna take my foolish pride
Get it on a southbound freight and let it ride
I'm gonna go back to the loved ones
The ones I left waiting so far behind

I want to go home, yeah
I want to go home
Oh, how I want to go home (Can't you hear me?)

I want to go home
Whoa, baby I want to go home
Oh, how I want to go home (Somebody help me)

I want to go home, yeah
I want to go home, whoa oh
Oh, how I want to go home

Hmm, I want to go home...",relaxed
Gene Watson,Got No Reason Now For Goin' Home,"Got no reason now for go-in' home
All my rea-son's now she is gone
Got no one there to talk to talk to and e-ven though I know
I ought to got no rea-son now for go-in' home

Once I had every rea-son a man could want
For go-in' home and mak-in' love, but now I don't
So I end up in here each night sit-tin' and a-think-in'
Miss-in' her, hurt-in' so and drink-in'

Got no reason now for go-in' home
All my rea-son's now she is gone
Got no one there to talk to talk to and e-ven though I know
I ought to got no rea-son now for go-in' home

It's so hard now just know-in' there's an-oth-er
That she's out with him know-in' that I love her
So I end up in here each night sit-tin' and a-think-in'
Miss-in' her, hati-n' him and drink-in'

Got no reason now for go-in' home
All my rea-son's now she is gone
Got no one there to talk to talk to and e-ven though I know
I ought to got no rea-son now for go-in' home",relaxed
George Strait,El Rey,"Yo se bien que estoy afuera
Pero el dia que yo me muera
Se que tendras que llorar
Diras que no me quisiste
Pero vas a estar muy triste
Y asi te was a quedar
Con dinero y sin dinero
Hago siempro lo que quiero
Y mi palabra es la ley
No tengo trono ni reyna
Ni nadie que me comprenca
Pero sigo siendo el rey
Me enseno que mi destino
Era rodar y rodar
Despues me dijo un arriero
Que no hay que llegar primero
Pero hay que saber llegar
Con dinero y sin dinero
Hago siempro lo que quiero
Y mi palabra es la ley
No tengo trono ni reyna
Ni nadie que me comprenca
Pero sigo siendo el rey",sad
Playing For Change,Don't Worry,"Let's don't worry my brother
In this world we are all the same
We must find peace
We must find it together
Is not far away from your heart
You've got the good vibration

Let your heart follow the rhythm
When the voice give you emotion
You have fulfill peace

When the butterfly dances in the sky
When you want to sing what you like
You've got the good sensation
You've got the good sensation
You've got the good vibration

You've got the good vibration

Lets don't worry my brother
In this world we are all the same
We must find peace
We must find it together
Is not far away from your heart
You've got the good vibration
You've got the good vibration
You've got the good vibration",relaxed
The Rolling Stones,Melody,"Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
Came home one morning about quarter to three
I'm banging on my door cause I just lost my key
Open up, baby, you got someone else inside
I'm going to come get you dead or alive
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
I took her out dancing but she drank away my cash
She said,  I'm going to fix my face don't you worry I'll be back
I'm looking for her high and low like a mustard for a ham
She was crashed out in the bathroom
In the arms of my best friend
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
Then one day she left me
She took everything that moved
My car, she took my trailer home
She took my Sunday boots
My nose is on her trail
I'm going to catch her by surprise
Then I'm going to have the pleasure
To roast that child alive
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name
Melody, it was her second name",relaxed
Stars,Fixed,"What you want
You are
You always were
What you want
You are
You always were
When the plans fall
Changing hands
What are the chances
Of winning?
You, you hold my heart
You, you won't let up
After when I'm called
Touch turns into fisticuffs
It's all in your head
Wonder if I'm fixed to cut
For its statistics
In the collected whole
We are the hunger
That keeps you climing walls
It's the one thing you can count on
We all end floating away
We all end floating away
You, you hold my heart
You, you won't let up
After when I'm called
Touch turns into fisticuffs
It's all in your head
Wonder if I'm fixed to cut
Is it your fault?
Is it your fault?
Is it your fault?
Is it your fault?
Is it your fault?
Is it your fault?
Is it your fault?
Is it your fault?
You
You're sinking, so they say
You
You're finished, so they say
You
You're buried, so they say
You
I care when caring fades",sad
Glasser,Home,"The clouds were dust
Raining on us
There was a phantom here
In a bed of love

Home, home

Naturally collapsing
Our homes and beds
And wedding rings

Home, home
Home, home
Home, home

The clouds were dust
Raining on us
There was a phantom here
In a bed of love

Home, home",relaxed
Betty Wright,Where Is The Love,"Where is the love, where is the love you promised me
Where is the love, where is the love you promised me

You said I could have all your loving
And this I wanted it you'd give it to me
Now when it's down to the real needing feeling
You're hiding that love from me

Where is the love, where is the love you promised me (got to know)
Where is the love, where is the love you promised me

You said I'd be the only one
That you'd be giving your sweet love to
But somebody must be getting your love
'Cause loving me you just don't do, no, no

Where is the love, where is the love you promised me (you know I need it babe)
Where is the love, where is the love you promised me

I'm waiting on your love now baby, where is your love?
I'm hurting for your love now baby, where is your love?

Babe, babe, baby, baby, baby, baby, how where is the love?

Where is the love, where is the love you promised me (I gotta know)
Where is the love, where is the love you promised me

Don't tell me you back on your promising baby, I gotta have it, you know I need it
You know I want it, I gotta have it baby...

Where is the love, gotta know... where is the love...

Where is the love you said was mine, I gotta know now, I gotta know now, I gotta know",happy
